id,name,host_id,host_name,host_is_superhost,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_night_bucket,is_superhost,days_since_last_review,availability_status
1000146,Entire home/apt in Riverdale,500146,Host146,t,Bronx,Riverdale,40.846669,-73.905102,Entire home/apt,132.35,5,9,2026-07-05,0.21,10,120,$75-150,True,61.0,Sometimes Available
1000147,Shared room in Crown Heights,500147,Host147,f,Brooklyn,Crown Heights,40.684062,-73.961238,Shared room,68.09,1,33,2026-06-16,1.7,1,149,$0-75,False,80.0,Sometimes Available
1000148,Private room in Flushing,500148,Host148,f,Queens,Flushing,40.722092,-73.800073,Private room,84.85,7,2,2026-03-06,0.05,2,187,$75-150,False,182.0,Highly Available
1000149,Entire home/apt in Jamaica,500149,Host149,f,Queens,Jamaica,40.721962,-73.789016,Entire home/apt,37.62,7,52,2026-05-28,1.85,1,99,$0-75,False,99.0,Sometimes Available
1000150,Private room in Chelsea,500150,Host150,f,Manhattan,Chelsea,40.778711,-73.980292,Private room,174.57,2,46,2026-06-15,1.78,1,154,$150-250,False,81.0,Sometimes Available
1000151,Private room in Harlem,500151,Host151,t,Manhattan,Harlem,40.784655,-73.941841,Private room,156.52,1,2,2026-02-10,0.1,1,113,$150-250,True,206.0,Sometimes Available
1000152,Private room in Fordham,500152,Host152,f,Bronx,Fordham,40.874998,-73.883183,Private room,41.13,3,7,2026-05-19,0.16,1,223,$0-75,False,108.0,Highly Available
1000153,Private room in Crown Heights,500153,Host153,f,Brooklyn,Crown Heights,40.695695,-73.903165,Private room,162.85,1,13,2026-04-07,1.82,2,209,$150-250,False,150.0,Highly Available
1000154,Private room in Park Slope,500154,Host154,f,Brooklyn,Park Slope,40.672075,-73.924994,Private room,151.81,5,19,2026-06-20,1.89,1,0,$150-250,False,76.0,Rarely Available
1000155,Private room in Mott Haven,500155,Host155,f,Bronx,Mott Haven,40.82331,-73.887264,Private room,119.22,7,8,2026-06-28,0.33,1,243,$75-150,False,68.0,Highly Available
1000156,Private room in Astoria,500156,Host156,f,Queens,Astoria,40.741558,-73.776284,Private room,28.04,7,52,2026-02-04,1.73,1,0,$0-75,False,212.0,Rarely Available
1000157,Private room in Greenpoint,500157,Host157,f,Brooklyn,Greenpoint,40.661135,-73.914418,Private room,108.28,5,6,2025-08-06,0.22,1,122,$75-150,False,394.0,Sometimes Available
1000158,Entire home/apt in DUMBO,500158,Host158,f,Brooklyn,DUMBO,40.684093,-73.955252,Entire home/apt,242.08,1,1,2026-05-17,0.03,1,128,$150-250,False,110.0,Sometimes Available
1000159,Entire home/apt in Bedford-Stuyvesant,500159,Host159,f,Brooklyn,Bedford-Stuyvesant,40.662957,-73.981503,Entire home/apt,486.92,1,0,,0.0,2,115,$400+,False,,Sometimes Available
1000160,Private room in Fordham,500160,Host160,t,Bronx,Fordham,40.838386,-73.856389,Private room,57.88,7,18,2026-05-22,0.42,1,102,$0-75,True,105.0,Sometimes Available
1000161,Private room in Fordham,500161,Host161,t,Bronx,Fordham,40.839936,-73.900166,Private room,36.73,1,43,2026-04-12,0.93,1,96,$0-75,True,145.0,Sometimes Available
1000162,Private room in DUMBO,500162,Host162,f,Brooklyn,DUMBO,40.660076,-73.92782,Private room,114.53,3,19,2026-03-30,0.43,1,0,$75-150,False,158.0,Rarely Available
1000163,Private room in Crown Heights,500163,Host163,t,Brooklyn,Crown Heights,40.663104,-73.946571,Private room,112.43,3,51,2026-05-28,1.4,1,156,$75-150,True,99.0,Sometimes Available
1000164,Private room in Bushwick,500164,Host164,f,Brooklyn,Bushwick,40.665046,-73.92164,Private room,29.26,1,15,2026-07-23,0.37,3,131,$0-75,False,43.0,Sometimes Available
1000165,Private room in Bedford-Stuyvesant,500165,Host165,f,Brooklyn,Bedford-Stuyvesant,40.643029,-73.963736,Private room,103.01,7,62,2026-03-08,2.57,1,237,$75-150,False,180.0,Highly Available
1000166,Private room in Financial District,500166,Host166,f,Manhattan,Financial District,40.78269,-73.98831,Private room,281.04,5,73,2026-01-25,3.6,1,0,$250-400,False,222.0,Rarely Available
1000167,Private room in Long Island City,500167,Host167,t,Queens,Long Island City,40.736364,-73.796971,Private room,78.55,3,2,2026-07-04,0.15,1,153,$75-150,True,62.0,Sometimes Available
1000168,Private room in Crown Heights,500168,Host168,f,Brooklyn,Crown Heights,40.68258,-73.946146,Private room,138.21,1,57,2026-01-03,5.24,3,139,$75-150,False,244.0,Sometimes Available
1000169,Private room in Crown Heights,500169,Host169,f,Brooklyn,Crown Heights,40.702554,-73.947363,Private room,120.55,3,19,2026-07-07,0.5,1,125,$75-150,False,59.0,Sometimes Available
1000170,Private room in East Village,500170,Host170,f,Manhattan,East Village,40.768842,-73.99197,Private room,109.15,1,21,2026-02-23,0.44,1,185,$75-150,False,193.0,Highly Available
1000171,Entire home/apt in Flushing,500171,Host171,f,Queens,Flushing,40.737354,-73.801235,Entire home/apt,64.86,1,16,2026-07-16,0.56,1,177,$0-75,False,50.0,Sometimes Available
1000172,Entire home/apt in Jamaica,500172,Host172,f,Queens,Jamaica,40.721067,-73.74053,Entire home/apt,151.21,14,74,2026-05-12,2.69,1,173,$150-250,False,115.0,Sometimes Available
1000173,Entire home/apt in Park Slope,500173,Host173,f,Brooklyn,Park Slope,40.671262,-73.947947,Entire home/apt,283.77,3,50,2025-07-23,1.06,2,281,$250-400,False,408.0,Highly Available
1000174,Private room in Astoria,500174,Host174,f,Queens,Astoria,40.710753,-73.79242,Private room,65.15,1,9,2026-07-29,0.54,2,229,$0-75,False,37.0,Highly Available
1000175,Entire home/apt in Greenpoint,500175,Host175,t,Brooklyn,Greenpoint,40.688262,-73.933699,Entire home/apt,299.65,1,5,2026-02-22,0.11,1,254,$250-400,True,194.0,Highly Available
1000176,Private room in Financial District,500176,Host176,f,Manhattan,Financial District,40.762077,-73.961594,Private room,200.77,7,30,2026-07-30,2.89,1,319,$150-250,False,36.0,Highly Available
1000177,Shared room in Greenpoint,500177,Host177,f,Brooklyn,Greenpoint,40.661658,-73.947227,Shared room,20.0,14,18,2026-07-26,0.97,2,150,$0-75,False,40.0,Sometimes Available
1000178,Private room in East Village,500178,Host178,f,Manhattan,East Village,40.769162,-73.941375,Private room,95.05,1,4,2026-07-03,0.23,2,156,$75-150,False,63.0,Sometimes Available
1000179,Entire home/apt in Hell's Kitchen,500179,Host179,f,Manhattan,Hell's Kitchen,40.791644,-73.949796,Entire home/apt,201.95,3,24,2026-01-18,2.66,1,28,$150-250,False,229.0,Rarely Available
1000180,Private room in Hell's Kitchen,500180,Host180,t,Manhattan,Hell's Kitchen,40.794718,-73.956864,Private room,458.0,1,53,2026-07-07,1.31,1,43,$400+,True,59.0,Sometimes Available
1000181,Entire home/apt in Williamsburg,500181,Host181,f,Brooklyn,Williamsburg,40.671925,-73.923452,Entire home/apt,280.41,1,7,2025-12-23,0.19,1,77,$250-400,False,255.0,Sometimes Available
1000182,Entire home/apt in Fordham,500182,Host182,f,Bronx,Fordham,40.825903,-73.894289,Entire home/apt,70.08,14,28,2026-03-19,2.58,5,158,$0-75,False,169.0,Sometimes Available
1000183,Shared room in Fordham,500183,Host183,t,Bronx,Fordham,40.831306,-73.885989,Shared room,22.27,14,30,2026-06-09,1.62,1,172,$0-75,True,87.0,Sometimes Available
1000184,Entire home/apt in DUMBO,500184,Host184,f,Brooklyn,DUMBO,40.684548,-73.960623,Entire home/apt,240.95,5,0,,0.0,1,118,$150-250,False,,Sometimes Available
1000185,Private room in Riverdale,500185,Host185,f,Bronx,Riverdale,40.818959,-73.85504,Private room,105.68,3,23,2026-03-30,1.25,1,191,$75-150,False,158.0,Highly Available
1000186,Entire home/apt in East Village,500186,Host186,f,Manhattan,East Village,40.778027,-73.960934,Entire home/apt,171.13,3,43,2025-10-15,1.11,1,48,$150-250,False,324.0,Sometimes Available
1000187,Entire home/apt in Mott Haven,500187,Host187,f,Bronx,Mott Haven,40.836166,-73.871692,Entire home/apt,150.68,2,22,2026-06-18,3.43,1,209,$150-250,False,78.0,Highly Available
1000188,Private room in Bushwick,500188,Host188,f,Brooklyn,Bushwick,40.652244,-73.931426,Private room,137.05,1,12,2026-02-21,0.56,1,121,$75-150,False,195.0,Sometimes Available
1000189,Private room in Park Slope,500189,Host189,t,Brooklyn,Park Slope,40.701065,-73.938042,Private room,46.83,7,28,2026-07-13,0.97,1,190,$0-75,True,53.0,Highly Available
1000190,Entire home/apt in Riverdale,500190,Host190,t,Bronx,Riverdale,40.841614,-73.899243,Entire home/apt,134.3,2,1,2026-06-08,0.02,5,152,$75-150,True,88.0,Sometimes Available
1000191,Private room in Upper West Side,500191,Host191,f,Manhattan,Upper West Side,40.786351,-73.985109,Private room,101.52,1,99,2026-02-28,3.52,5,273,$75-150,False,188.0,Highly Available
1000192,Entire home/apt in Long Island City,500192,Host192,f,Queens,Long Island City,40.739691,-73.797801,Entire home/apt,135.4,3,14,2026-03-18,1.2,1,154,$75-150,False,170.0,Sometimes Available
1000193,Private room in Long Island City,500193,Host193,t,Queens,Long Island City,40.727105,-73.841513,Private room,58.21,2,20,2024-11-04,0.47,1,254,$0-75,True,669.0,Highly Available
1000194,Entire home/apt in Williamsburg,500194,Host194,f,Brooklyn,Williamsburg,40.687243,-73.940745,Entire home/apt,240.61,30,31,2026-07-23,0.66,1,0,$150-250,False,43.0,Rarely Available
1000195,Private room in Chelsea,500195,Host195,f,Manhattan,Chelsea,40.784037,-73.975818,Private room,144.24,3,12,2026-06-18,0.26,3,139,$75-150,False,78.0,Sometimes Available
1000196,Private room in Jamaica,500196,Host196,f,Queens,Jamaica,40.74009,-73.803401,Private room,27.56,2,0,,0.0,1,12,$0-75,False,,Rarely Available
1000197,Entire home/apt in Williamsburg,500197,Host197,f,Brooklyn,Williamsburg,40.648732,-73.978094,Entire home/apt,204.74,1,57,2026-07-21,4.57,1,365,$150-250,False,45.0,Highly Available
1000198,Entire home/apt in Greenpoint,500198,Host198,t,Brooklyn,Greenpoint,40.658921,-73.939722,Entire home/apt,142.14,2,26,2026-07-28,1.62,1,151,$75-150,True,38.0,Sometimes Available
1000199,Entire home/apt in Financial District,500199,Host199,f,Manhattan,Financial District,40.779467,-73.942595,Entire home/apt,237.08,3,13,2025-12-20,0.66,1,130,$150-250,False,258.0,Sometimes Available
1000200,Entire home/apt in Jamaica,500200,Host200,t,Queens,Jamaica,40.736878,-73.846084,Entire home/apt,97.78,3,5,2025-08-27,0.25,1,109,$75-150,True,373.0,Sometimes Available
1000201,Private room in Ridgewood,500201,Host201,f,Queens,Ridgewood,40.727024,-73.760615,Private room,78.17,2,43,2026-06-03,1.55,1,83,$75-150,False,93.0,Sometimes Available
1000202,Private room in Bedford-Stuyvesant,500202,Host202,f,Brooklyn,Bedford-Stuyvesant,40.663019,-73.930413,Private room,277.8,30,6,2025-06-19,0.32,1,36,$250-400,False,442.0,Sometimes Available
1000203,Private room in Ridgewood,500203,Host203,f,Queens,Ridgewood,40.720476,-73.779893,Private room,36.14,7,42,2026-05-31,2.53,1,82,$0-75,False,96.0,Sometimes Available
1000204,Entire home/apt in Williamsburg,500204,Host204,f,Brooklyn,Williamsburg,40.643016,-73.988813,Entire home/apt,117.4,5,0,,0.0,1,164,$75-150,False,,Sometimes Available
1000205,Private room in Mott Haven,500205,Host205,f,Bronx,Mott Haven,40.833336,-73.869679,Private room,46.59,1,18,2026-03-04,0.66,2,216,$0-75,False,184.0,Highly Available
1000206,Private room in Ridgewood,500206,Host206,f,Queens,Ridgewood,40.743579,-73.841825,Private room,67.88,7,5,2025-08-14,0.24,1,198,$0-75,False,386.0,Highly Available
1000207,Entire home/apt in East Village,500207,Host207,f,Manhattan,East Village,40.768859,-73.960987,Entire home/apt,252.05,7,0,,0.0,1,0,$250-400,False,,Rarely Available
1000208,Entire home/apt in Harlem,500208,Host208,f,Manhattan,Harlem,40.780599,-73.97087,Entire home/apt,269.04,1,81,2026-06-17,2.25,1,170,$250-400,False,79.0,Sometimes Available
1000209,Private room in Midtown,500209,Host209,f,Manhattan,Midtown,40.778868,-73.946004,Private room,266.23,7,59,2026-06-19,9.06,1,109,$250-400,False,77.0,Sometimes Available
1000210,Private room in Williamsburg,500210,Host210,t,Brooklyn,Williamsburg,40.654783,-73.95518,Private room,38.41,1,10,2026-06-05,1.05,1,286,$0-75,True,91.0,Highly Available
1000211,Entire home/apt in Ridgewood,500211,Host211,f,Queens,Ridgewood,40.71283,-73.763728,Entire home/apt,155.77,1,14,2026-07-18,0.3,1,153,$150-250,False,48.0,Sometimes Available
1000212,Entire home/apt in Astoria,500212,Host212,f,Queens,Astoria,40.755296,-73.817718,Entire home/apt,93.42,1,23,2026-07-14,0.83,1,231,$75-150,False,52.0,Highly Available
1000213,Entire home/apt in Mott Haven,500213,Host213,f,Bronx,Mott Haven,40.856106,-73.868871,Entire home/apt,120.65,2,2,2026-05-22,0.07,1,301,$75-150,False,105.0,Highly Available
1000214,Private room in Park Slope,500214,Host214,f,Brooklyn,Park Slope,40.683536,-73.948588,Private room,214.89,14,2,2026-03-18,0.16,1,126,$150-250,False,170.0,Sometimes Available
1000215,Private room in Williamsburg,500215,Host215,f,Brooklyn,Williamsburg,40.691952,-73.929439,Private room,94.08,1,32,2026-02-20,1.0,1,58,$75-150,False,196.0,Sometimes Available
1000216,Entire home/apt in Harlem,500216,Host216,f,Manhattan,Harlem,40.803629,-73.963816,Entire home/apt,220.41,2,32,2026-03-04,5.02,1,342,$150-250,False,184.0,Highly Available
1000217,Entire home/apt in Hell's Kitchen,500217,Host217,f,Manhattan,Hell's Kitchen,40.768563,-73.955636,Entire home/apt,347.87,1,60,2026-06-07,2.87,1,0,$250-400,False,89.0,Rarely Available
1000218,Private room in Bedford-Stuyvesant,500218,Host218,f,Brooklyn,Bedford-Stuyvesant,40.712239,-73.92254,Private room,80.46,1,23,2025-10-01,0.62,1,166,$75-150,False,338.0,Sometimes Available
1000219,Private room in East Village,500219,Host219,f,Manhattan,East Village,40.793887,-73.963343,Private room,396.98,1,38,2026-05-02,1.63,2,186,$250-400,False,125.0,Highly Available
1000220,Entire home/apt in DUMBO,500220,Host220,t,Brooklyn,DUMBO,40.664205,-73.909016,Entire home/apt,137.63,1,8,2026-02-09,0.3,3,148,$75-150,True,207.0,Sometimes Available
1000221,Entire home/apt in Midtown,500221,Host221,f,Manhattan,Midtown,40.786929,-73.973082,Entire home/apt,146.01,5,71,2026-08-01,1.9,1,238,$75-150,False,34.0,Highly Available
1000222,Entire home/apt in Williamsburg,500222,Host222,f,Brooklyn,Williamsburg,40.650733,-73.948596,Entire home/apt,261.87,7,38,2025-11-24,2.01,1,23,$250-400,False,284.0,Rarely Available
1000223,Entire home/apt in Park Slope,500223,Host223,f,Brooklyn,Park Slope,40.656896,-73.912105,Entire home/apt,110.47,5,53,2026-05-20,2.59,1,0,$75-150,False,107.0,Rarely Available
1000224,Entire home/apt in DUMBO,500224,Host224,f,Brooklyn,DUMBO,40.64123,-73.921622,Entire home/apt,125.5,7,18,2026-02-24,0.46,1,191,$75-150,False,192.0,Highly Available
1000225,Private room in Upper West Side,500225,Host225,f,Manhattan,Upper West Side,40.817769,-73.949281,Private room,324.12,1,12,2026-04-30,0.76,1,262,$250-400,False,127.0,Highly Available
1000226,Entire home/apt in Upper West Side,500226,Host226,f,Manhattan,Upper West Side,40.782028,-73.963908,Entire home/apt,434.8,3,0,,0.0,1,164,$400+,False,,Sometimes Available
1000227,Entire home/apt in Greenpoint,500227,Host227,f,Brooklyn,Greenpoint,40.6627,-73.938387,Entire home/apt,174.59,1,17,2026-03-14,0.72,1,144,$150-250,False,174.0,Sometimes Available
1000228,Private room in Astoria,500228,Host228,f,Queens,Astoria,40.728877,-73.758848,Private room,157.28,1,8,2026-07-31,0.28,1,296,$150-250,False,35.0,Highly Available
1000229,Entire home/apt in Upper West Side,500229,Host229,f,Manhattan,Upper West Side,40.764805,-74.008531,Entire home/apt,140.94,2,19,2026-01-18,0.41,1,171,$75-150,False,229.0,Sometimes Available
1000230,Private room in Midtown,500230,Host230,f,Manhattan,Midtown,40.768094,-73.978791,Private room,191.96,5,11,2025-12-31,0.51,3,135,$150-250,False,247.0,Sometimes Available
1000231,Private room in Bushwick,500231,Host231,f,Brooklyn,Bushwick,40.693781,-73.922515,Private room,159.4,1,36,2026-07-14,1.18,2,227,$150-250,False,52.0,Highly Available
1000232,Entire home/apt in Jamaica,500232,Host232,f,Queens,Jamaica,40.749431,-73.795848,Entire home/apt,265.77,5,59,2026-04-03,1.56,3,336,$250-400,False,154.0,Highly Available
1000233,Entire home/apt in Flushing,500233,Host233,t,Queens,Flushing,40.760181,-73.782686,Entire home/apt,64.17,7,50,2026-05-23,1.37,1,191,$0-75,True,104.0,Highly Available
1000234,Private room in Crown Heights,500234,Host234,t,Brooklyn,Crown Heights,40.665809,-73.927037,Private room,93.23,14,25,2026-04-15,1.27,1,60,$75-150,True,142.0,Sometimes Available
1000235,Entire home/apt in Jamaica,500235,Host235,f,Queens,Jamaica,40.717852,-73.774398,Entire home/apt,63.52,5,37,2026-05-29,0.99,1,104,$0-75,False,98.0,Sometimes Available
1000236,Private room in Astoria,500236,Host236,f,Queens,Astoria,40.734323,-73.770772,Private room,84.53,1,57,2026-07-24,1.19,1,186,$75-150,False,42.0,Highly Available
1000237,Entire home/apt in Long Island City,500237,Host237,t,Queens,Long Island City,40.749988,-73.789208,Entire home/apt,83.02,3,9,2026-06-18,0.46,1,117,$75-150,True,78.0,Sometimes Available
1000238,Private room in Hell's Kitchen,500238,Host238,f,Manhattan,Hell's Kitchen,40.811096,-73.987369,Private room,179.95,3,24,2026-05-23,0.57,10,329,$150-250,False,104.0,Highly Available
1000239,Private room in Chelsea,500239,Host239,f,Manhattan,Chelsea,40.748844,-73.97087,Private room,286.95,2,24,2026-05-19,0.74,1,0,$250-400,False,108.0,Rarely Available
1000240,Private room in Fordham,500240,Host240,f,Bronx,Fordham,40.837074,-73.877918,Private room,77.56,2,71,2026-06-24,5.45,1,365,$75-150,False,72.0,Highly Available
1000241,Entire home/apt in DUMBO,500241,Host241,t,Brooklyn,DUMBO,40.669986,-73.905881,Entire home/apt,99.32,3,15,2026-05-21,0.33,1,168,$75-150,True,106.0,Sometimes Available
1000242,Entire home/apt in Riverdale,500242,Host242,t,Bronx,Riverdale,40.86846,-73.902149,Entire home/apt,78.71,3,8,2026-07-29,0.18,1,343,$75-150,True,37.0,Highly Available
1000243,Entire home/apt in Bedford-Stuyvesant,500243,Host243,f,Brooklyn,Bedford-Stuyvesant,40.70784,-73.956064,Entire home/apt,165.2,3,17,2026-07-16,0.36,2,38,$150-250,False,50.0,Sometimes Available
1000244,Entire home/apt in Astoria,500244,Host244,t,Queens,Astoria,40.713068,-73.828598,Entire home/apt,92.16,1,10,2026-07-01,1.13,1,127,$75-150,True,65.0,Sometimes Available
1000245,Entire home/apt in East Village,500245,Host245,t,Manhattan,East Village,40.751642,-73.9993,Entire home/apt,231.81,30,4,2026-01-03,0.37,1,209,$150-250,True,244.0,Highly Available
1000246,Entire home/apt in East Village,500246,Host246,f,Manhattan,East Village,40.772998,-73.967323,Entire home/apt,121.43,1,10,2026-07-15,0.24,1,0,$75-150,False,51.0,Rarely Available
1000247,Entire home/apt in Chelsea,500247,Host247,f,Manhattan,Chelsea,40.761017,-73.958402,Entire home/apt,553.4843000000001,7,14,2026-07-07,0.3,1,320,$400+,False,59.0,Highly Available
1000248,Private room in St. George,500248,Host248,f,Staten Island,St. George,40.595903,-74.217495,Private room,20.0,2,45,2026-02-20,0.95,1,119,$0-75,False,196.0,Sometimes Available
1000249,Private room in Astoria,500249,Host249,t,Queens,Astoria,40.722003,-73.801024,Private room,29.1,1,15,2026-04-23,0.39,5,123,$0-75,True,134.0,Sometimes Available
1000250,Shared room in Bedford-Stuyvesant,500250,Host250,f,Brooklyn,Bedford-Stuyvesant,40.705636,-73.90654,Shared room,33.43,7,4,2025-10-25,0.1,1,255,$0-75,False,314.0,Highly Available
1000251,Entire home/apt in Crown Heights,500251,Host251,t,Brooklyn,Crown Heights,40.664352,-73.957537,Entire home/apt,318.25,1,20,2026-03-20,0.48,2,93,$250-400,True,168.0,Sometimes Available
